RowID ^ Count ^ Phrase
21143 ^ 2 ^ out of the flock
21144 ^ 2 ^ and i went out
21145 ^ 2 ^ me out of the hand
21146 ^ 2 ^ and drew near
21147 ^ 2 ^ and ruddy
21148 ^ 2 ^ saveth
21149 ^ 2 ^ it  and smote
21150 ^ 2 ^ sunk
21151 ^ 2 ^ and of judah
21152 ^ 2 ^ and the wounded
21153 ^ 2 ^ that the soul
21154 ^ 2 ^ him as his own soul
21155 ^ 2 ^ then jonathan
21156 ^ 2 ^ because he loved
21157 ^ 2 ^ with tabrets
21158 ^ 2 ^ ten thousands
21159 ^ 2 ^ and forward
21160 ^ 2 ^ the javelin
21161 ^ 2 ^ even to the wall
21162 ^ 2 ^ over a thousand
21163 ^ 2 ^ battles
21164 ^ 2 ^ should have been given
21165 ^ 2 ^ the meholathite
21166 ^ 2 ^ foreskins
21167 ^ 2 ^ in david
21168 ^ 2 ^ into the wall
21169 ^ 2 ^ a pillow
21170 ^ 2 ^ hair for his bolster
21171 ^ 2 ^ and when the messengers
21172 ^ 2 ^ hast thou deceived
21173 ^ 2 ^ and when it was told
21174 ^ 2 ^ and prophesied
21175 ^ 2 ^ he seeketh
21176 ^ 2 ^ i will even do
21177 ^ 2 ^ is the new moon
21178 ^ 2 ^ earnestly asked
21179 ^ 2 ^ leave of
21180 ^ 2 ^ shall have peace
21181 ^ 2 ^ is determined
21182 ^ 2 ^ any time
21183 ^ 2 ^ he hath been
21184 ^ 2 ^ thy kindness
21185 ^ 2 ^ so jonathan
21186 ^ 2 ^ of davids
21187 ^ 2 ^ a lad
21188 ^ 2 ^ thou for
21189 ^ 2 ^ by the wall
21190 ^ 2 ^ that davids
21191 ^ 2 ^ was determined
21192 ^ 2 ^ make speed
21193 ^ 2 ^ my seed
21194 ^ 2 ^ to nob
21195 ^ 2 ^ unto ahimelech
21196 ^ 2 ^ and hath said
21197 ^ 2 ^ therefore what
21198 ^ 2 ^ at least
21199 ^ 2 ^ and is there
21200 ^ 2 ^ i have neither
21201 ^ 2 ^ that take
21202 ^ 2 ^ for fear of
21203 ^ 2 ^ did they not
21204 ^ 2 ^ and was sore
21205 ^ 2 ^ his behavior
21206 ^ 2 ^ his beard
21207 ^ 2 ^ gathered themselves
21208 ^ 2 ^ him and he became
21209 ^ 2 ^ you till
21210 ^ 2 ^ that showeth
21211 ^ 2 ^ me to lie in wait
21212 ^ 2 ^ doeg
21213 ^ 2 ^ and a sword
21214 ^ 2 ^ as david
21215 ^ 2 ^ and goeth
21216 ^ 2 ^ but the servants
21217 ^ 2 ^ and sucklings
21218 ^ 2 ^ keilah
21219 ^ 2 ^ him every
21220 ^ 2 ^ was come out
21221 ^ 2 ^ him fear
21222 ^ 2 ^ of jeshimon
21223 ^ 2 ^ the certainty
21224 ^ 2 ^ but there came
21225 ^ 2 ^ of engedi
21226 ^ 2 ^ he had cut off
21227 ^ 2 ^ unto his men
21228 ^ 2 ^ him david
21229 ^ 2 ^ against my lord
21230 ^ 2 ^ of thy robe
21231 ^ 2 ^ of the ancients
21232 ^ 2 ^ therefore be
21233 ^ 2 ^ and plead
21234 ^ 2 ^ i for
21235 ^ 2 ^ thou hast dealt
21236 ^ 2 ^ me and that
21237 ^ 2 ^ unto saul
21238 ^ 2 ^ him and buried
21239 ^ 2 ^ him in his house
21240 ^ 2 ^ in carmel
21241 ^ 2 ^ unto the young men
21242 ^ 2 ^ thy shepherds
21243 ^ 2 ^ unto them all
21244 ^ 2 ^ and ceased
21245 ^ 2 ^ there be many
21246 ^ 2 ^ and my water
21247 ^ 2 ^ our master
21248 ^ 2 ^ clusters of raisins
21249 ^ 2 ^ cakes of figs
21250 ^ 2 ^ any that pisseth
21251 ^ 2 ^ to shed blood
21252 ^ 2 ^ and from avenging
21253 ^ 2 ^ and they that seek
21254 ^ 2 ^ that follow
21255 ^ 2 ^ a sure
21256 ^ 2 ^ causeless
21257 ^ 2 ^ from coming
21258 ^ 2 ^ she had brought
21259 ^ 2 ^ thy person
21260 ^ 2 ^ of my reproach
21261 ^ 2 ^ hath returned
21262 ^ 2 ^ and when the servants
21263 ^ 2 ^ in the trench
21264 ^ 2 ^ to joab
21265 ^ 2 ^ in the ground
21266 ^ 2 ^ but abner
21267 ^ 2 ^ and the cruse
21268 ^ 2 ^ then hast thou not
21269 ^ 2 ^ doth my lord
21270 ^ 2 ^ come over
21271 ^ 2 ^ me out of all
21272 ^ 2 ^ thou shalt both
21273 ^ 2 ^ with his household
21274 ^ 2 ^ the carmelitess
21275 ^ 2 ^ let them give
21276 ^ 2 ^ then achish
21277 ^ 2 ^ pertaineth
21278 ^ 2 ^ of the jerahmeelites
21279 ^ 2 ^ of the kenites
21280 ^ 2 ^ with israel
21281 ^ 2 ^ me to battle
21282 ^ 2 ^ in gilboa
21283 ^ 2 ^ by dreams
21284 ^ 2 ^ at endor
21285 ^ 2 ^ him and they came
21286 ^ 2 ^ he hath cut off
21287 ^ 2 ^ cometh up
21288 ^ 2 ^ make war
21289 ^ 2 ^ i shall do
21290 ^ 2 ^ thou obeyedst
21291 ^ 2 ^ nor all
21292 ^ 2 ^ he was sore
21293 ^ 2 ^ and i have put
21294 ^ 2 ^ on thy way
21295 ^ 2 ^ him and he hearkened
21296 ^ 2 ^ and kneaded
21297 ^ 2 ^ and by thousands
21298 ^ 2 ^ hebrews
21299 ^ 2 ^ and i have found
21300 ^ 2 ^ they sang
21301 ^ 2 ^ as an angel
21302 ^ 2 ^ to ziklag
21303 ^ 2 ^ were taken captives
21304 ^ 2 ^ troop
21305 ^ 2 ^ were so faint
21306 ^ 2 ^ and whence
21307 ^ 2 ^ of the cherethites
21308 ^ 2 ^ and there was nothing
21309 ^ 2 ^ to them neither
21310 ^ 2 ^ nor daughters
21311 ^ 2 ^ at the brook
21312 ^ 2 ^ will hearken
21313 ^ 2 ^ were in bethel
21314 ^ 2 ^ went sore
21315 ^ 2 ^ hit
21316 ^ 2 ^ therewith lest
21317 ^ 2 ^ and abuse
21318 ^ 2 ^ me but his armorbearer
21319 ^ 2 ^ and when his armorbearer
21320 ^ 2 ^ to strip
21321 ^ 2 ^ and they cut off
21322 ^ 2 ^ and the bodies
21323 ^ 2 ^ it came even to pass
21324 ^ 2 ^ and they mourned
21325 ^ 2 ^ him whence
21326 ^ 2 ^ am the son
21327 ^ 2 ^ go near
21328 ^ 2 ^ from the blood
21329 ^ 2 ^ than eagles
21330 ^ 2 ^ they were stronger
21331 ^ 2 ^ ye daughters
21332 ^ 2 ^ thou wast slain
21333 ^ 2 ^ and the weapons
21334 ^ 2 ^ ye have showed
21335 ^ 2 ^ your lord
21336 ^ 2 ^ will requite
21337 ^ 2 ^ let your hands
21338 ^ 2 ^ have anointed
21339 ^ 2 ^ to gibeon
21340 ^ 2 ^ and they caught
21341 ^ 2 ^ wherefore that
21342 ^ 2 ^ is in gibeon
21343 ^ 2 ^ of foot
21344 ^ 2 ^ thy left
21345 ^ 2 ^ in the same place
21346 ^ 2 ^ had gone up
21347 ^ 2 ^ there lacked
21348 ^ 2 ^ of ahinoam
21349 ^ 2 ^ of abigail
21350 ^ 2 ^ of talmai
21351 ^ 2 ^ of abital
21352 ^ 2 ^ ithream
21353 ^ 2 ^ by eglah
21354 ^ 2 ^ do show
21355 ^ 2 ^ and to set up
21356 ^ 2 ^ bahurim
21357 ^ 2 ^ ye sought
21358 ^ 2 ^ in times
21359 ^ 2 ^ to the whole
21360 ^ 2 ^ i will arise
21361 ^ 2 ^ to deceive
21362 ^ 2 ^ thy going out
21363 ^ 2 ^ and to know
21364 ^ 2 ^ and when joab
21365 ^ 2 ^ of asahel
21366 ^ 2 ^ as a fool
21367 ^ 2 ^ was reckoned
21368 ^ 2 ^ adversity
21369 ^ 2 ^ thinking
21370 ^ 2 ^ them and cut off
21371 ^ 2 ^ are thy bone
21372 ^ 2 ^ and broughtest
21373 ^ 2 ^ shalt feed
21374 ^ 2 ^ with them in hebron
21375 ^ 2 ^ and they anointed
21376 ^ 2 ^ thou take away
21377 ^ 2 ^ nevertheless david
21378 ^ 2 ^ the stronghold
21379 ^ 2 ^ and masons
21380 ^ 2 ^ had established
21381 ^ 2 ^ for his people
21382 ^ 2 ^ and wives
21383 ^ 2 ^ unto him in jerusalem
21384 ^ 2 ^ ibhar
21385 ^ 2 ^ and eliada
21386 ^ 2 ^ and eliphalet
21387 ^ 2 ^ they had anointed
21388 ^ 2 ^ also came
21389 ^ 2 ^ them into mine hand
21390 ^ 2 ^ to baalperazim
21391 ^ 2 ^ baalperazim
21392 ^ 2 ^ them and come
21393 ^ 2 ^ upon them over against
21394 ^ 2 ^ the mulberry trees
21395 ^ 2 ^ in the tops
21396 ^ 2 ^ of the mulberry trees
21397 ^ 2 ^ thyself for
21398 ^ 2 ^ thee to smite
21399 ^ 2 ^ the chosen
21400 ^ 2 ^ it out of the house
21401 ^ 2 ^ he sacrificed
21402 ^ 2 ^ was girded
21403 ^ 2 ^ and with the sound
21404 ^ 2 ^ and she despised
21405 ^ 2 ^ him in her heart
21406 ^ 2 ^ and he dealt
21407 ^ 2 ^ as men
21408 ^ 2 ^ and before all
21409 ^ 2 ^ had given him rest
21410 ^ 2 ^ but the ark
21411 ^ 2 ^ i a word
21412 ^ 2 ^ unto my servant
21413 ^ 2 ^ the sheepcote
21414 ^ 2 ^ and have cut off
21415 ^ 2 ^ thee a great
21416 ^ 2 ^ men that
21417 ^ 2 ^ in a place
21418 ^ 2 ^ to be over
21419 ^ 2 ^ he will make
21420 ^ 2 ^ i put away
21421 ^ 2 ^ and thine house
21422 ^ 2 ^ and according to all
21423 ^ 2 ^ did nathan
21424 ^ 2 ^ for a great while to come
21425 ^ 2 ^ can david
21426 ^ 2 ^ thee for thou
21427 ^ 2 ^ and according to thine own heart
21428 ^ 2 ^ is there any god
21429 ^ 2 ^ thee according to all
21430 ^ 2 ^ is like thy people
21431 ^ 2 ^ him a name
21432 ^ 2 ^ unto thee forever
21433 ^ 2 ^ to thy servant
21434 ^ 2 ^ hath thy servant
21435 ^ 2 ^ thee to bless
21436 ^ 2 ^ hast spoken
21437 ^ 2 ^ and subdued
21438 ^ 2 ^ measured
21439 ^ 2 ^ of rehob
21440 ^ 2 ^ to recover
21441 ^ 2 ^ him a thousand
21442 ^ 2 ^ horses  but reserved
21443 ^ 2 ^ to succor
21444 ^ 2 ^ in syria
21445 ^ 2 ^ he had fought
21446 ^ 2 ^ and of moab
21447 ^ 2 ^ when he returned
21448 ^ 2 ^ was recorder
21449 ^ 2 ^ chief rulers
21450 ^ 2 ^ and when they had called
21451 ^ 2 ^ the kindness
21452 ^ 2 ^ him and ziba
21453 ^ 2 ^ and did reverence
21454 ^ 2 ^ mephibosheth
21455 ^ 2 ^ is thy servant
21456 ^ 2 ^ pertained
21457 ^ 2 ^ and hanun
21458 ^ 2 ^ me and david
21459 ^ 2 ^ thou that david
21460 ^ 2 ^ doth honor
21461 ^ 2 ^ and to overthrow
21462 ^ 2 ^ wherefore hanun
21463 ^ 2 ^ their buttocks
21464 ^ 2 ^ your beards
21465 ^ 2 ^ and then return
21466 ^ 2 ^ of zoba
21467 ^ 2 ^ of it  he sent
21468 ^ 2 ^ were by themselves
21469 ^ 2 ^ the front
21470 ^ 2 ^ and put them in array
21471 ^ 2 ^ me but if
21472 ^ 2 ^ our people
21473 ^ 2 ^ to helam
21474 ^ 2 ^ who died
21475 ^ 2 ^ they made peace
21476 ^ 2 ^ washing
21477 ^ 2 ^ out of the kings house
21478 ^ 2 ^ down to
21479 ^ 2 ^ then go
21480 ^ 2 ^ but went
21481 ^ 2 ^ in the letter
21482 ^ 2 ^ the matters
21483 ^ 2 ^ so be
21484 ^ 2 ^ that the kings
21485 ^ 2 ^ approached
21486 ^ 2 ^ then say
21487 ^ 2 ^ as well as another
21488 ^ 2 ^ man had
21489 ^ 2 ^ him and with
21490 ^ 2 ^ didst
21491 ^ 2 ^ fasted
21492 ^ 2 ^ while the child
21493 ^ 2 ^ will be gracious
21494 ^ 2 ^ should i
21495 ^ 2 ^ against rabbah
21496 ^ 2 ^ i have fought
21497 ^ 2 ^ the brickkiln
21498 ^ 2 ^ of shimeah
21499 ^ 2 ^ i may see
21500 ^ 2 ^ amnons
21501 ^ 2 ^ so tamar
21502 ^ 2 ^ and she took
21503 ^ 2 ^ her brother
21504 ^ 2 ^ and as for thee
21505 ^ 2 ^ than the other
21506 ^ 2 ^ invited
21507 ^ 2 ^ if not
21508 ^ 2 ^ pressed
21509 ^ 2 ^ now absalom
21510 ^ 2 ^ them left
21511 ^ 2 ^ and tore
21512 ^ 2 ^ as soon as he had made an end
21513 ^ 2 ^ to geshur
21514 ^ 2 ^ he was comforted
21515 ^ 2 ^ now joab
21516 ^ 2 ^ of tekoah
21517 ^ 2 ^ aileth thee and she answered
21518 ^ 2 ^ and thy handmaid
21519 ^ 2 ^ shall now
21520 ^ 2 ^ is my lord
21521 ^ 2 ^ to discern
21522 ^ 2 ^ and bad
21523 ^ 2 ^ of his foot
21524 ^ 2 ^ him chariots
21525 ^ 2 ^ are good
21526 ^ 2 ^ but there is no
21527 ^ 2 ^ i have vowed
21528 ^ 2 ^ the gilonite
21529 ^ 2 ^ we shall
21530 ^ 2 ^ him and the king
21531 ^ 2 ^ the pelethites
21532 ^ 2 ^ so will i
21533 ^ 2 ^ into jerusalem
21534 ^ 2 ^ was shimei
21535 ^ 2 ^ he came forth
21536 ^ 2 ^ should this
21537 ^ 2 ^ and take off
21538 ^ 2 ^ have i to do with you ye sons
21539 ^ 2 ^ of my bowels
21540 ^ 2 ^ will look
21541 ^ 2 ^ weary
21542 ^ 2 ^ wentest
21543 ^ 2 ^ his saying
21544 ^ 2 ^ for said
21545 ^ 2 ^ a slaughter
21546 ^ 2 ^ i counsel
21547 ^ 2 ^ of hushai
21548 ^ 2 ^ counseled
21549 ^ 2 ^ therefore send
21550 ^ 2 ^ they might
21551 ^ 2 ^ but they went
21552 ^ 2 ^ and could not
21553 ^ 2 ^ and lentils
21554 ^ 2 ^ and butter
21555 ^ 2 ^ and for the people
21556 ^ 2 ^ is hungry
21557 ^ 2 ^ and the mule
21558 ^ 2 ^ oak
21559 ^ 2 ^ of the oak
21560 ^ 2 ^ hanged
21561 ^ 2 ^ he was yet alive
21562 ^ 2 ^ but howsoever
21563 ^ 2 ^ thee also
21564 ^ 2 ^ over the gate
21565 ^ 2 ^ all is well
21566 ^ 2 ^ is the young man
21567 ^ 2 ^ them that rose up
21568 ^ 2 ^ weepeth
21569 ^ 2 ^ and the victory
21570 ^ 2 ^ and hatest
21571 ^ 2 ^ thou hast declared
21572 ^ 2 ^ i swear
21573 ^ 2 ^ ye the last
21574 ^ 2 ^ then are
21575 ^ 2 ^ to bring back
21576 ^ 2 ^ me continually
21577 ^ 2 ^ but abishai
21578 ^ 2 ^ dressed
21579 ^ 2 ^ trimmed
21580 ^ 2 ^ barzillai
21581 ^ 2 ^ i eat
21582 ^ 2 ^ and singing women
21583 ^ 2 ^ chimham
21584 ^ 2 ^ ye why
21585 ^ 2 ^ have we inheritance
21586 ^ 2 ^ the set time
21587 ^ 2 ^ he had appointed
21588 ^ 2 ^ it fell out
21589 ^ 2 ^ wallowed
21590 ^ 2 ^ him when
21591 ^ 2 ^ him stood still
21592 ^ 2 ^ then cried
21593 ^ 2 ^ unto him hear
21594 ^ 2 ^ and faithful
21595 ^ 2 ^ was scribe
21596 ^ 2 ^ did choose
21597 ^ 2 ^ and they hanged
21598 ^ 2 ^ and he brought up
21599 ^ 2 ^ was of the sons
21600 ^ 2 ^ of whose spear
21601 ^ 2 ^ being girded
21602 ^ 2 ^ with a new
21603 ^ 2 ^ sibbechai
21604 ^ 2 ^ to the giant
21605 ^ 2 ^ and by the hand
21606 ^ 2 ^ in him will i trust
21607 ^ 2 ^ and the horn
21608 ^ 2 ^ my high tower
21609 ^ 2 ^ who is worthy to be praised
21610 ^ 2 ^ so shall i be saved
21611 ^ 2 ^ of ungodly
21612 ^ 2 ^ out of his temple
21613 ^ 2 ^ and my cry
21614 ^ 2 ^ then the earth
21615 ^ 2 ^ and shook
21616 ^ 2 ^ there went up
21617 ^ 2 ^ were kindled
21618 ^ 2 ^ also and came down
21619 ^ 2 ^ and did fly
21620 ^ 2 ^ and thick clouds
21621 ^ 2 ^ of the skies
21622 ^ 2 ^ and scattered
21623 ^ 2 ^ were discovered
21624 ^ 2 ^ at the blast
21625 ^ 2 ^ of the breath
21626 ^ 2 ^ me he drew
21627 ^ 2 ^ me out of many waters
21628 ^ 2 ^ they were too strong
21629 ^ 2 ^ of my calamity
21630 ^ 2 ^ my stay
21631 ^ 2 ^ also into a large place
21632 ^ 2 ^ hath he recompensed
21633 ^ 2 ^ i did not
21634 ^ 2 ^ also upright
21635 ^ 2 ^ thou wilt show thyself merciful
21636 ^ 2 ^ thou wilt show thyself upright
21637 ^ 2 ^ thou wilt show thyself pure
21638 ^ 2 ^ but thine eyes
21639 ^ 2 ^ the haughty
21640 ^ 2 ^ my darkness
21641 ^ 2 ^ as for god
21642 ^ 2 ^ is a buckler
21643 ^ 2 ^ them that trust
21644 ^ 2 ^ is a rock
21645 ^ 2 ^ and he maketh
21646 ^ 2 ^ feet  and setteth
21647 ^ 2 ^ my high places
21648 ^ 2 ^ so that a bow
21649 ^ 2 ^ by mine arms
21650 ^ 2 ^ me the shield
21651 ^ 2 ^ and thy gentleness
21652 ^ 2 ^ hath made me great
21653 ^ 2 ^ i have pursued
21654 ^ 2 ^ for thou hast girded
21655 ^ 2 ^ me the necks
21656 ^ 2 ^ that i might destroy
21657 ^ 2 ^ me from the strivings
21658 ^ 2 ^ thou hast kept
21659 ^ 2 ^ which i knew
21660 ^ 2 ^ shall fade away
21661 ^ 2 ^ be my rock
21662 ^ 2 ^ be the god
21663 ^ 2 ^ that avengeth
21664 ^ 2 ^ against me thou hast delivered
21665 ^ 2 ^ me from the violent man
21666 ^ 2 ^ i will give thanks
21667 ^ 2 ^ and i will sing praises
21668 ^ 2 ^ and showeth
21669 ^ 2 ^ and to his seed
21670 ^ 2 ^ the anointed
21671 ^ 2 ^ ruling
21672 ^ 2 ^ with iron
21673 ^ 2 ^ of a spear
21674 ^ 2 ^ whom he slew
21675 ^ 2 ^ that were there
21676 ^ 2 ^ broke through
21677 ^ 2 ^ was by the gate
21678 ^ 2 ^ it  and brought
21679 ^ 2 ^ from me o lord
21680 ^ 2 ^ their captain
21681 ^ 2 ^ howbeit he attained
21682 ^ 2 ^ of a valiant
21683 ^ 2 ^ lionlike men
21684 ^ 2 ^ of snow
21685 ^ 2 ^ and the egyptian
21686 ^ 2 ^ him with a staff
21687 ^ 2 ^ out of the egyptians hand
21688 ^ 2 ^ him with his own spear
21689 ^ 2 ^ and had the name
21690 ^ 2 ^ he was more honorable
21691 ^ 2 ^ his guard
21692 ^ 2 ^ elhanan
21693 ^ 2 ^ the harodite
21694 ^ 2 ^ abiezer
21695 ^ 2 ^ maharai
21696 ^ 2 ^ of baanah
21697 ^ 2 ^ of ribai
21698 ^ 2 ^ the arbathite
21699 ^ 2 ^ azmaveth
21700 ^ 2 ^ eliahba
21701 ^ 2 ^ the shaalbonite
21702 ^ 2 ^ ahiam
21703 ^ 2 ^ zelek
21704 ^ 2 ^ naharai
21705 ^ 2 ^ an ithrite
21706 ^ 2 ^ and number
21707 ^ 2 ^ in aroer
21708 ^ 2 ^ and about
21709 ^ 2 ^ gave up
21710 ^ 2 ^ things  choose
21711 ^ 2 ^ so gad
21712 ^ 2 ^ advise
21713 ^ 2 ^ to him that sent
21714 ^ 2 ^ a pestilence
21715 ^ 2 ^ to the angel
21716 ^ 2 ^ that destroyed
21717 ^ 2 ^ of araunah
21718 ^ 2 ^ have done wickedly
21719 ^ 2 ^ let thine hand
21720 ^ 2 ^ coming on
21721 ^ 2 ^ thee to build
21722 ^ 2 ^ that the plague
21723 ^ 2 ^ may be stayed
21724 ^ 2 ^ and offer up
21725 ^ 2 ^ for wood
21726 ^ 2 ^ as a king
21727 ^ 2 ^ in thy bosom
21728 ^ 2 ^ and he prepared
21729 ^ 2 ^ and the life
21730 ^ 2 ^ and hath called
21731 ^ 2 ^ but solomon
21732 ^ 2 ^ and my son
21733 ^ 2 ^ shall be counted
21734 ^ 2 ^ and when he was come in
21735 ^ 2 ^ hast thou
21736 ^ 2 ^ he is gone down
21737 ^ 2 ^ and thou hast not
21738 ^ 2 ^ in my stead
21739 ^ 2 ^ unto them take
21740 ^ 2 ^ gihon
21741 ^ 2 ^ shall be king
21742 ^ 2 ^ mule
21743 ^ 2 ^ a horn
21744 ^ 2 ^ with the sound
21745 ^ 2 ^ the guests
21746 ^ 2 ^ of eating
21747 ^ 2 ^ to adonijah
21748 ^ 2 ^ and caught hold
21749 ^ 2 ^ for lo
21750 ^ 2 ^ he in hebron
21751 ^ 2 ^ and is become
21752 ^ 2 ^ petition
21753 ^ 2 ^ thee deny
21754 ^ 2 ^ say thee nay
21755 ^ 2 ^ my mother
21756 ^ 2 ^ also for
21757 ^ 2 ^ is mine
21758 ^ 2 ^ upon him that he died
21759 ^ 2 ^ but i will not
21760 ^ 2 ^ from being
21761 ^ 2 ^ his own head
21762 ^ 2 ^ in his room
21763 ^ 2 ^ for shimei
21764 ^ 2 ^ for it shall be
21765 ^ 2 ^ in high places
21766 ^ 2 ^ and in uprightness
21767 ^ 2 ^ therefore thy servant
21768 ^ 2 ^ an understanding
21769 ^ 2 ^ but hast asked
21770 ^ 2 ^ i did bear
21771 ^ 2 ^ is thy son
21772 ^ 2 ^ that liveth
21773 ^ 2 ^ is the dead
21774 ^ 2 ^ to the other
21775 ^ 2 ^ and in no
21776 ^ 2 ^ wise slay
21777 ^ 2 ^ and adoniram
21778 ^ 2 ^ and megiddo
21779 ^ 2 ^ in ramothgilead
21780 ^ 2 ^ with walls
21781 ^ 2 ^ and brazen
21782 ^ 2 ^ his vine
21783 ^ 2 ^ his fig tree
21784 ^ 2 ^ stalls
21785 ^ 2 ^ for his chariots
21786 ^ 2 ^ i purpose
21787 ^ 2 ^ in thy room
21788 ^ 2 ^ and my servants
21789 ^ 2 ^ thou shalt appoint
21790 ^ 2 ^ i have considered
21791 ^ 2 ^ so hiram
21792 ^ 2 ^ and fir
21793 ^ 2 ^ him and there was
21794 ^ 2 ^ by courses
21795 ^ 2 ^ costly
21796 ^ 2 ^ to lay the foundation
21797 ^ 2 ^ zif
21798 ^ 2 ^ thereof before
21799 ^ 2 ^ and for the house
21800 ^ 2 ^ was seven
21801 ^ 2 ^ it and covered
21802 ^ 2 ^ with wood
21803 ^ 2 ^ on the sides
21804 ^ 2 ^ and the oracle
21805 ^ 2 ^ of the cherub
21806 ^ 2 ^ from the uttermost part
21807 ^ 2 ^ with carved
21808 ^ 2 ^ figures
21809 ^ 2 ^ of cherubims
21810 ^ 2 ^ were folding
21811 ^ 2 ^ fitted
21812 ^ 2 ^ the carved work
21813 ^ 2 ^ with three
21814 ^ 2 ^ the fashion
21815 ^ 2 ^ was building
21816 ^ 2 ^ and it was covered
21817 ^ 2 ^ lay on
21818 ^ 2 ^ was against
21819 ^ 2 ^ ranks
21820 ^ 2 ^ a porch
21821 ^ 2 ^ he dwelt
21822 ^ 2 ^ and cedars
21823 ^ 2 ^ was a man
21824 ^ 2 ^ and cunning
21825 ^ 2 ^ and nets
21826 ^ 2 ^ for the other
21827 ^ 2 ^ network
21828 ^ 2 ^ the chapiters
21829 ^ 2 ^ in the porch
21830 ^ 2 ^ the network
21831 ^ 2 ^ a molten
21832 ^ 2 ^ the brim
21833 ^ 2 ^ in a cubit
21834 ^ 2 ^ when it was cast
21835 ^ 2 ^ was set above
21836 ^ 2 ^ their hinder parts
21837 ^ 2 ^ and the brim
21838 ^ 2 ^ of a cup
21839 ^ 2 ^ with flowers
21840 ^ 2 ^ of lilies
21841 ^ 2 ^ of the bases
21842 ^ 2 ^ and the borders
21843 ^ 2 ^ were between
21844 ^ 2 ^ and the four
21845 ^ 2 ^ the chapiter
21846 ^ 2 ^ was a cubit
21847 ^ 2 ^ of half
21848 ^ 2 ^ of the brass
21849 ^ 2 ^ and the candlesticks
21850 ^ 2 ^ and the lamps
21851 ^ 2 ^ and the censers
21852 ^ 2 ^ the most
21853 ^ 2 ^ were in the tabernacle
21854 ^ 2 ^ that were assembled
21855 ^ 2 ^ sacrificing
21856 ^ 2 ^ place even under
21857 ^ 2 ^ spread forth
21858 ^ 2 ^ and they drew out
21859 ^ 2 ^ there was nothing
21860 ^ 2 ^ when they came out
21861 ^ 2 ^ so that the priests
21862 ^ 2 ^ that he would dwell
21863 ^ 2 ^ in the thick darkness
21864 ^ 2 ^ thou didst well
21865 ^ 2 ^ hath performed
21866 ^ 2 ^ and have built
21867 ^ 2 ^ and i have set
21868 ^ 2 ^ is the covenant
21869 ^ 2 ^ who keepest
21870 ^ 2 ^ thou promisedst
21871 ^ 2 ^ and hast fulfilled
21872 ^ 2 ^ it with thine hand
21873 ^ 2 ^ thee how much less
21874 ^ 2 ^ and when thou hearest
21875 ^ 2 ^ and the oath
21876 ^ 2 ^ him according to his righteousness
21877 ^ 2 ^ and bring them again
21878 ^ 2 ^ from their sin
21879 ^ 2 ^ blasting
21880 ^ 2 ^ their enemy
21881 ^ 2 ^ and supplication
21882 ^ 2 ^ they may fear
21883 ^ 2 ^ thee for that
21884 ^ 2 ^ thou shalt send
21885 ^ 2 ^ and toward the house
21886 ^ 2 ^ and thou be angry
21887 ^ 2 ^ with them and deliver
21888 ^ 2 ^ thee toward
21889 ^ 2 ^ them in all
21890 ^ 2 ^ for unto
21891 ^ 2 ^ of praying
21892 ^ 2 ^ our hearts
21893 ^ 2 ^ shall require
21894 ^ 2 ^ from the entering in
21895 ^ 2 ^ unto their tents
21896 ^ 2 ^ thou hast built
21897 ^ 2 ^ it shall be astonished
21898 ^ 2 ^ and shall hiss
21899 ^ 2 ^ now hiram
21900 ^ 2 ^ and his own house
21901 ^ 2 ^ it for a present
21902 ^ 2 ^ of store
21903 ^ 2 ^ and in lebanon
21904 ^ 2 ^ in eziongeber
21905 ^ 2 ^ that had knowledge
21906 ^ 2 ^ and when she was come
21907 ^ 2 ^ she communed
21908 ^ 2 ^ her questions
21909 ^ 2 ^ and the meat
21910 ^ 2 ^ of his table
21911 ^ 2 ^ and the sitting
21912 ^ 2 ^ and the attendance
21913 ^ 2 ^ of his ministers
21914 ^ 2 ^ and their apparel
21915 ^ 2 ^ and his ascent
21916 ^ 2 ^ in mine own land
21917 ^ 2 ^ howbeit i believed
21918 ^ 2 ^ it  and behold
21919 ^ 2 ^ me thy wisdom
21920 ^ 2 ^ and prosperity
21921 ^ 2 ^ are thy men
21922 ^ 2 ^ which stand
21923 ^ 2 ^ in thee to set
21924 ^ 2 ^ he thee king
21925 ^ 2 ^ and of spices
21926 ^ 2 ^ great store
21927 ^ 2 ^ of hiram
21928 ^ 2 ^ for singers
21929 ^ 2 ^ her desire
21930 ^ 2 ^ she asked
21931 ^ 2 ^ so she turned
21932 ^ 2 ^ and her servants
21933 ^ 2 ^ now the weight
21934 ^ 2 ^ target
21935 ^ 2 ^ moreover the king
21936 ^ 2 ^ of the throne
21937 ^ 2 ^ on either side
21938 ^ 2 ^ the stays
21939 ^ 2 ^ were of pure
21940 ^ 2 ^ accounted
21941 ^ 2 ^ of in the days
21942 ^ 2 ^ the navy
21943 ^ 2 ^ and apes
21944 ^ 2 ^ and peacocks
21945 ^ 2 ^ his present
21946 ^ 2 ^ and garments
21947 ^ 2 ^ a rate
21948 ^ 2 ^ whom he bestowed
21949 ^ 2 ^ as stones
21950 ^ 2 ^ are in the vale
21951 ^ 2 ^ for abundance
21952 ^ 2 ^ had horses
21953 ^ 2 ^ and linen yarn
21954 ^ 2 ^ the linen yarn
